,id,name,aka,link,image_url,worked_as,worked_in,DOB,MOB,YOB,DOD,MOD,YOD
176,14166,Katri Viita,Karin Elisabet Viitainoja|Karin Elisabet Kaarna|Kaarina Kaarna|Kaarina Koskenvoima|Tuulikki Kallio|Kleopatra|Kaisu Vaara|Irja Vuosalo,https://wfpp.columbia.edu/person/katri-viita/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-VII01.jpg,writer>screenwriter>co-screenwriter|film company board member|writer>source author,Finland,20,October,1898.0,7,February,1972.0
177,16525,Kinuyo Tanaka,田中絹代  (Tanaka Kinuyo),https://wfpp.columbia.edu/person/kinuyo-tanaka/,https://wfpp.columbia.edu/wp-content/uploads/2018/03/WFP2-TAN06.jpg,director|actress>film actress,Japan,29,November,1909.0,21,March,1977.0
178,1555,Laura Bayley,Laura Eugenia Bayley|L.E.S|Laura Eugenia Smith|Mrs. George Albert Smith,https://wfpp.columbia.edu/person/laura-bayley/,,accountant|camera operator>amateur camera operator|actress>film actress|secretary|actress>theatre actress,Great Britain,,,1864.0,,,1938.0
179,1556,Leah Baird,Mrs. Arthur Beck,https://wfpp.columbia.edu/person/leah-baird/,https://wfpp.columbia.edu/wp-content/uploads/Baird_CCP_FIG109_WFP-BAI011.jpg,extra|actress>film actress|producer|writer>screenwriter|actress>theatre actress,United States,20,June,1883.0,3,October,1971.0
180,16586,Leila Lewis,Leila Stewart,https://wfpp.columbia.edu/person/leila-lewis/,https://wfpp.columbia.edu/wp-content/uploads/2018/05/Leila-Stewart.-GettyImages-102578822_master.jpg,casting director|critic>film critic|writer>journalist|publicist>publicity manager,Great Britain,,,1893.0,8,October,1939.0
181,1557,Lenore Coffee,Lenore Jackson Coffee|Lenore Cowen|Lenore Coffee Cowen|Lenore Joyce-Cowen,https://wfpp.columbia.edu/person/lenore-coffee/,https://wfpp.columbia.edu/wp-content/uploads/Coffee_FIGX_WFP-COF011.jpg,continuity girl|writer>novelist|writer>playwright|writer>screenwriter|title writer,United States,13,July,1896.0,2,July,1984.0
182,17186,Lettice Ramsey,Lettice Baker|Lettice Cautley Baker|Lettice Baker Ramsey,https://wfpp.columbia.edu/person/lettice-ramsey/,https://wfpp.columbia.edu/wp-content/uploads/2018/09/WFP2-RAMS01-featured-image-e1541164668387.jpg,location scout|visual artist>photographer|set designer,Ireland,2,August,1898.0,12,July,1985.0
183,1558,Lillian Case Russell,Lulu Case,https://wfpp.columbia.edu/person/lillian-case-russell/,,adapter|producer|writer>screenwriter,United States,3,April,1876.0,2,June,1947.0
184,1559,Lillian Ducey,,https://wfpp.columbia.edu/person/lillian-ducey/,,director|writer>screenwriter|title writer,United States,26,November,1878.0,9,December,1952.0
185,1560,Lillian Gish,,https://wfpp.columbia.edu/person/lillian-gish/,https://wfpp.columbia.edu/wp-content/uploads/How_Women_Worked_Fig20_WFP-GIS011.jpg,director|actress>film actress|writer>screenwriter,United States,14,October,1893.0,27,February,1993.0
186,1561,Lois Weber,Mrs. Phillips Smalley|Lois Smalley,https://wfpp.columbia.edu/person/lois-weber/,https://wfpp.columbia.edu/wp-content/uploads/Weber_CCP_FIGX_WFP-WEB141.jpg,director|actress>film actress|film company owner|producer|writer>screenwriter|actress>theatre actress,United States,13,June,1879.0,13,November,1939.0
187,1562,Lorna Moon,Helen Nora Wilson Low,https://wfpp.columbia.edu/person/lorna-moon/,https://wfpp.columbia.edu/wp-content/uploads/CCP_FIG197_MOON_WFP-MOO021.jpg,adapter|writer>novelist|writer>playwright|writer>screenwriter,United States,16,June,1886.0,1,May,1930.0
188,12816,Lotte Reiniger,,https://wfpp.columbia.edu/person/lotte-reiniger/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-REI02-featrued-images.jpg,animator|director>assistant director|director>co-director|actress>film actress|visual artist>illustrator|writer>screenwriter|cinematographer>special effects,Canada|Great Britain|Germany|Italy,2,June,1899.0,19,June,1981.0
189,16055,Lottie Lyell,Lottie Edith Cox,https://wfpp.columbia.edu/person/lottie-lyell/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-LYE19.jpg,art director|director|editor|actress>film actress|producer|writer>screenwriter|actress>theatre actress|title writer,Australia,23,February,1890.0,21,December,1925.0
190,1563,Louella Parsons,Louella Oettinger,https://wfpp.columbia.edu/person/louella-parsons/,https://wfpp.columbia.edu/wp-content/uploads/CCP_FIG210_PARSONS_WFP-PARS011.jpg,editor>scenario editor>chief scenario editor|writer>journalist>gossip columnist|writer>screenwriter,United States,6,August,1881.0,9,December,1972.0
191,17005,Louise Kolm-Fleck,Louise/Luise Veltée|Louise/Luise Kolm|Louise/Luise Fleck,https://wfpp.columbia.edu/person/louise-kolm-fleck/,https://wfpp.columbia.edu/wp-content/uploads/2018/08/WFP2-FLE01-featured-imagejpg.jpg,director>co-director|producer>co-producer|writer>screenwriter>co-screenwriter|film company founding partner,Austria|China|Germany,1,August,1873.0,15,March,1950.0
192,1565,Louise Lovely,Louise Carbasse|Louise Welch,https://wfpp.columbia.edu/person/louise-lovely/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-LOVE03.jpg,casting director|writer>screenwriter>co-screenwriter|director|editor|actress>film actress|producer|production designer|actress>theatre actress,Australia|United States,28,February,1895.0,18,March,1980.0
193,13949,Lucie Derain,Lucienne Dechorain,https://wfpp.columbia.edu/person/lucie-derain/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP2-DERA07-featured-image-e1495203884816.jpeg,film society co-founder>ciné-club co-founder|director|editor|critic>film critic|writer>screenwriter|title writer,France,16,January,1902.0,,,1967.0
194,1566,Lucy Duff-Gordon,Lady Duff-Gordon|Lucile|Madame Lucile|née Lucy Sutherland,https://wfpp.columbia.edu/person/lucy-duff-gordon/,https://wfpp.columbia.edu/wp-content/uploads/Duff_CCP_FIG130d_WFP-DUF031.jpg,costume designer|writer,United States,13,June,1863.0,20,April,1935.0
195,1567,Lule Warrenton,,https://wfpp.columbia.edu/person/lule-warrenton/,https://wfpp.columbia.edu/wp-content/uploads/Warrenton_CCP_FIG243_WFP-WAR011.jpg,actress>film actress|producer|writer>screenwriter|director>theatre director|entrepreneur>theatrical entrepreneur,United States,22,June,1862.0,14,May,1932.0
196,12923,Lydia Hayward,Lydia Elizabeth Hayward|Lydia Elizabeth Forrest|Lydia Elizabeth Freshman,https://wfpp.columbia.edu/person/lydia-hayward/,https://wfpp.columbia.edu/wp-content/uploads/2017/07/WFP-HAY01-e1501872735855.jpg,adapter|actress>film actress|editor>scenario editor|scenarist|writer>screenwriter|actress>theatre actress,Great Britain,12,October,1879.0,3,June,1945.0
197,17794,Mabel Condon,Mabel Birdwell|Mrs. Russell Birdwell,https://wfpp.columbia.edu/person/mabel-condon/,https://wfpp.columbia.edu/wp-content/uploads/2018/11/WFP-COND02-featured-image.jpg,business owner|company director|critic>film critic|writer>journalist>film magazine writer|publicist|writer>scenario writer|agent>talent manager|writer>journalist>magazine editor>trade journal editor,United States,31,January,1894.0,21,January,1965.0
198,1568,Mabel Normand,Mabel Fortescue,https://wfpp.columbia.edu/person/mabel-normand/,https://wfpp.columbia.edu/wp-content/uploads/Normand_CCP_FIG199_WFP-NOR041.jpg,director>co-director|comedienne|actress>film actress|producer|writer>scenario writer,United States,9,November,1892.0,23,February,1930.0
199,1569,Madeline Brandeis,Mrs. Madeline (Frank) Brandeis|Madeline Frank,https://wfpp.columbia.edu/person/madeline-brandeis/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-BRAN01.jpg,director|editor|actress>film actress|film company owner|visual artist>photographer|producer|writer>screenwriter,United States,18,December,1897.0,27,June,1937.0
200,9406,Mae Murray,Marie Adrienne Koenig|“The Girl with the Bee-Stung Lips|The Gardenia of the Screen|Mrs. Robert Z. Leonard|Mrs. David Mdivani,https://wfpp.columbia.edu/person/mae-murray-2/,https://wfpp.columbia.edu/wp-content/uploads/2013/12/WFP-MURR06-e1386361862732.jpg,chorus girl|actress>film actress|producer|writer>scenario writer|actress>theatre actress,United States,10,May,1889.0,23,March,1965.0
201,1571,Maibelle Heikes Justice,Mabel Heikes Justice|Maibelle Justice|Maybelle Heikes Justice,https://wfpp.columbia.edu/person/maibelle-heikes-justice/,https://wfpp.columbia.edu/wp-content/uploads/2013/10/WFP-JUS02.jpg,scenarist|writer>screenwriter|writer>source author|title writer,United States,,,1871.0,11,March,1926.0
202,7,Margaret Booth,,https://wfpp.columbia.edu/person/margaret-booth/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-BOO01.jpg,editor>film cutter,United States,16,January,1898.0,28,October,2002.0
203,1573,Margaret Hepworth,Mrs. Hepworth|Margaret Hope McGuffie|Margarete McGuffie Hepworth,https://wfpp.columbia.edu/person/margaret-mcguffie-hepworth/,,business partner>family business partner|actress>film actress|writer>screenwriter,Great Britain,,,1874.0,9,October,1917.0
204,21332,Margaret J. Winkler,M.J. Winkler|Margaret Winkler Mintz,https://wfpp.columbia.edu/person/margaret-j-winkler/,https://wfpp.columbia.edu/wp-content/uploads/2020/04/WFP-WINK03.jpg,distributor>distribution company founder|distributor>distribution company owner,United States,22,April,1895.0,21,June,1990.0
205,1574,Margaret Mayo,Lillian Elizabeth Clatten|Lillian Elizabeth Slatten|Mrs. Edgar Selwyn,https://wfpp.columbia.edu/person/margaret-mayo/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-MAY01.jpg,adapter|actress>film actress|film company founding partner|writer>playwright|writer>screenwriter|actress>theatre actress,United States,19,November,1882.0,25,February,1951.0
206,1575,Margaret Turnbull,,https://wfpp.columbia.edu/person/margaret-turnbull/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-TURNB01.jpg,adapter|writer>playwright|writer>scenario writer|writer>screenwriter|writer>source author,Great Britain|France|United States,17,November,1872.0,12,June,1942.0
207,1576,Margery Wilson,Sara(h) Barker Strayer|Margie Wilson|Marjory Wilson|Marjorie Wilson|Mrs. Otto Meeks,https://wfpp.columbia.edu/person/margery-wilson/,https://wfpp.columbia.edu/wp-content/uploads/2012/01/WFP-WILS01.jpg,director|actress>film actress|producer|writer>scenario writer|writer>screenwriter|speech coach|actress>theatre actress,United States,31,October,1896.0,21,January,1986.0
208,1577,Marguerite Bertsch,,https://wfpp.columbia.edu/person/marguerite-bertsch/,https://wfpp.columbia.edu/wp-content/uploads/Bertsch_CCP_Fig113b_WFP-BERT011.jpg,adapter|editor>scenario editor>chief scenario editor|director>co-director|writer>scenario writer|writer>screenwriter|writer>source author,United States,14,December,1889.0,,,1967.0
209,16546,Marguerite Renoir,Marguerite Houllé|Marguerite Houllé-Renoir|Marguerite Mathieu|Marguerite,https://wfpp.columbia.edu/person/marguerite-renoir/,https://wfpp.columbia.edu/wp-content/uploads/2018/04/Renoir-Featured-copy-e1525441777858.jpg,editor|actress>film actress|film colorist,France,22,July,1906.0,12,July,1987.0
210,17942,Marguerite Viel,,https://wfpp.columbia.edu/person/marguerite-viel/,https://wfpp.columbia.edu/wp-content/uploads/2019/01/WFP-VIE02-scaled.jpg,consultant>artistic consultant|sales manager>assistant sales manager|director>co-director|dialogue writer|investor|writer>screenwriter|sound editor,France,,,1894.0,,,1976.0
211,1578,Maria Isabel S&aacute;nchez Concha Aramburú,Belsamira|Marisabidilla,https://wfpp.columbia.edu/person/maria-isabel-s-aacute-nchez-concha-aramburu/,,writer>screenwriter,Peru,29,June,1889.0,,,1977.0
212,14676,María Luz Morales Godoy,Felipe Centeno,https://wfpp.columbia.edu/person/maria-luz-morales-godoy/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-MORA01-featured-image-copy.jpg,adapter|critic>film critic|scholar>historian>film historian|writer>journalist>newspaper editor|script assistant|critic>theatre critic,Spain,,,1898.0,23,September,1980.0
213,2,Maria P. Williams,,https://wfpp.columbia.edu/person/maria-p-williams/,https://wfpp.columbia.edu/wp-content/uploads/African_American_Women_in_the_Silent_Film_Industry_WFP-WILM011.jpg,manager>assistant manager|distributor|actress>film actress|lecturer|producer|writer>screenwriter|secretary-treasurer,United States,,,,,,
214,1580,Marian Constance Blackton,Marian Constance Blackton|Marian Constance|Marian Trimble|Marian Blackton Trimble|Mrs. Gardner James,https://wfpp.columbia.edu/person/marian-constance-blackton/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-BLAM01.jpg,actress>film actress|scenarist|script girl,United States,18,January,1901.0,12,December,1993.0
215,11496,Marie de Kerstrat,Marie Joséphine Charlotte de Tréourret de Kerstrat|Countess Gustave de Grandsaignes d’Hauterives,https://wfpp.columbia.edu/person/marie-de-kerstrat/,https://wfpp.columbia.edu/wp-content/uploads/2015/09/WFP2-KER01.jpg,business partner>family business partner|exhibitor>independent exhibitor|manager|exhibitor>motion picture exhibitor|exhibitor>traveling exhibitor,Canada|France|United States,,,1841.0,,,1920.0
216,1581,Marie Dressler,Leila Marie Koerber,https://wfpp.columbia.edu/person/marie-dressler/,https://wfpp.columbia.edu/wp-content/uploads/Dressler_CCP_FIG127B_WFP-DRES011.jpg,comedienne|actress>film actress|producer|scenarist|actress>theatre actress,United States,9,November,1868.0,28,July,1934.0
217,10682,Marie Louise Gagner,,https://wfpp.columbia.edu/person/marie-louise-gagner-2/,https://wfpp.columbia.edu/wp-content/uploads/2014/10/WFP2-GAG01-e1418399003272.jpg,censor>film censor,Sweden,1,January,1868.0,23,June,1933.0
218,12778,Marie Stopes,Marie Carmichael|Marie Carmichael Stopes|Marie Charlotte Carmichael Stopes,https://wfpp.columbia.edu/person/marie-stopes/,https://wfpp.columbia.edu/wp-content/uploads/2016/06/WFP2-STOP04-featured-image.jpg,consultant|writer>source author,Great Britain,15,October,1880.0,2,October,1958.0
219,1582,Marion E. Wong,Marion Wong,https://wfpp.columbia.edu/person/marion-e-wong/,https://wfpp.columbia.edu/wp-content/uploads/WONG_WFP-WON031.jpg,company director|costume designer|director|actress>film actress|producer|writer>screenwriter,United States,2,January,1895.0,4,February,1969.0
220,1583,Marion Fairfax,Marion Marshall|Marion Tully Marshall|Marion Josephine Neiswanger|Mrs. Tully Marshall,https://wfpp.columbia.edu/person/marion-fairfax/,https://wfpp.columbia.edu/wp-content/uploads/Fairfax_CPP_FIG132_WFP-FAI011.jpg,company director|director|editor|editorial director|writer>playwright|producer|writer>screenwriter|actress>theatre actress,United States,24,October,1875.0,2,October,1970.0
221,1584,Marion Leonard,,https://wfpp.columbia.edu/person/marion-leonard/,https://wfpp.columbia.edu/wp-content/uploads/Leonard_CCP_FIG173_WFP-LEO021.jpg,actress>film actress|producer|writer>screenwriter,United States,9,June,1881.0,9,January,1956.0
222,14886,Marvin Breckinridge,Mary Marvin Breckinridge Patterson,https://wfpp.columbia.edu/person/marvin-breckinridge/,https://wfpp.columbia.edu/wp-content/uploads/2017/06/WFP-BREC01-e1502121807138.jpg,filmmaker>amateur filmmaker|camera operator|cinematographer|director|editor|writer>journalist|visual artist>photographer|writer>screenwriter,United States,2,October,1905.0,11,December,2002.0
223,14237,Mary Lawton Metcalfe,Electra Sparks,https://wfpp.columbia.edu/person/mary-lawton-metcalfe/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP-MET01.jpg,critic>film critic|film curator|scholar>film scholar>film theorist|writer>journalist|lecturer,United States,8,March,1859.0,5,March,1949.0
224,1585,Mary MacLane,Mary Mac Lane,https://wfpp.columbia.edu/person/mary-maclane/,https://wfpp.columbia.edu/wp-content/uploads/2012/01/WFP-MACL02.jpg,actress>film actress|writer>screenwriter|writer>source author,United States,2,May,1881.0,6,August,1929.0
225,11533,Mary Manning,Molly Manning|Mary Manning Howe|Mary Howe|Mary Manning Adams|Mary Manning Howe Adams,https://wfpp.columbia.edu/person/mary-manning/,https://wfpp.columbia.edu/wp-content/uploads/2015/10/WFP2-MAN01-featured-image-e1449264895573.jpg,adapter|amateur filmmaking club co-founder|writer>journalist>magazine editor>arts magazine editor|director>assistant director|actress>film actress|critic>film critic|film society co-founder|secretary>film society secretary|miscellaneous crew|writer>playwright|actress>theatre actress,Ireland|United States,30,June,1905.0,25,June,1999.0
226,1587,Mary Murillo,Mary O’Connor|Mary Velle,https://wfpp.columbia.edu/person/mary-murillo/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-MURI15.jpg,adapter|film company managing director|writer>scenario writer|writer>screenwriter|actress>theatre actress,Great Britain|France|United States,22,January,1888.0,4,February,1944.0
227,14244,Mary O'Connor,Mary Hamilton O’Connor,https://wfpp.columbia.edu/person/mary-oconnor/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP-OCONN01.jpg,guild shareholder|manager>publicity manager|reader|writer>scenario writer>scenario department head|editor>scenario editor|writer>screenwriter,Great Britain|United States,,,1872.0,3,September,1959.0
228,1588,Mary Pickford,Mary Pickford Rogers|Gladys Smith|Gladys Louise Smith|Gladys Mary Smith,https://wfpp.columbia.edu/person/mary-pickford/,https://wfpp.columbia.edu/wp-content/uploads/Pickford_CCP_FIGX_WFP-PIC031.jpg,company director|distributor|actress>film actress|film company founding partner|producer|writer>screenwriter|actress>theatre actress,United States,8,April,1892.0,29,May,1979.0
229,1589,Matilde Serao,,https://wfpp.columbia.edu/person/matilde-serao/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP2-SER04.jpg,critic>film critic|writer>journalist|writer>screenwriter|writer>source author,Italy,7,March,1856.0,25,July,1927.0
230,12324,Maude Adams,Maude Ewing Kiscadden,https://wfpp.columbia.edu/person/maude-adams/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/WFP-ADAM03-featured-image.jpg,cinematographer>experimental cinematographer|film company owner|lighting technology engineer|researcher|technician|actress>theatre actress,United States,11,November,1872.0,17,July,1953.0
231,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,camera operator|carpenter|producer>co-producer|company executive|costume designer|business partner>family business partner>family film business partner|actress>film actress|laboratory worker|seamstress|set decorator|cinematographer>special effects,Great Britain|Ireland,,June,1885.0,17,March,1971.0
232,12315,May Watkis,Hilda May Gowen|May Gowen Watkis|M.G. Watkis|May G. Watkis,https://wfpp.columbia.edu/person/may-watkis/,https://wfpp.columbia.edu/wp-content/uploads/2020/04/WFP2-WAT02-featured-image-e1586527694737.jpg,censor>assistant|government department head>government official>clerk|government department head>government official>inspector|projectionist>operator,Canada,22,July,1879.0,6,December,1940.0
233,1591,Mimí Derba,Herminia Pérez de León,https://wfpp.columbia.edu/person/mimi-derba/,https://wfpp.columbia.edu/wp-content/uploads/How_Women_Worked_Fig58_WFP-DER011.jpg,director>co-director|actress>film actress|film company founding partner|producer|writer>screenwriter|musician>singer|actress>theatre actress,Mexico,9,October,1893.0,14,July,1953.0
234,1592,Mona Donaldson,Miss D,https://wfpp.columbia.edu/person/mona-donaldson/,,booking clerk|censor>film censor|editor>film cutter,Australia,,October,1901.0,,,
235,1593,Mrs. George Randolph Chester,Lilian Chester|Lillian Josephine Hauser DeRimo,https://wfpp.columbia.edu/person/mrs-george-randolph-chester/,https://wfpp.columbia.edu/wp-content/uploads/2013/09/Mr._and_Mrs._George_Randolph_Chester_WFP-CHE011.jpg,director>co-director|writer>screenwriter>co-screenwriter|writer>co-writer|editor|title writer,United States,29,September,1889.0,7,June,1961.0
236,15938,Mrs. M.T. Pender,Margaret Theresa Doherty Pender|Margaret Pender|Mrs. M. T. Pender|May Pender|Mary Pender|Mary Doherty Pender|Moira Pender?|M.T.P.|Marguerite Pender|Margaret Theresa Doherty Pender|Colleen|Marguerite|Margaret T. O’Doherty Pender,https://wfpp.columbia.edu/person/mrs-m-t-pender/,https://wfpp.columbia.edu/wp-content/uploads/2018/01/WFP2-PEN01-featured-image-e1516221423874.jpg,writer>source author,Ireland,,,1848.0,17,March,1920.0
237,1594,Mrs. Sidney Drew,Lucille McVey Drew|Lucille McVey|Jane Morrow,https://wfpp.columbia.edu/person/mrs-sidney-drew/,https://wfpp.columbia.edu/wp-content/uploads/Drew_CCP_FIG129_WFP-DREW011.jpg,director>co-director|producer>co-producer|writer>screenwriter>co-screenwriter|actress>film actress|actress>theatre actress,United States,18,April,1890.0,3,November,1925.0
238,1595,Musidora,Jeanne Roques,https://wfpp.columbia.edu/person/musidora/,https://wfpp.columbia.edu/wp-content/uploads/2012/01/WFP2-MUS01.jpg,director>co-director|producer>co-producer|actress>film actress|music hall performer|writer>screenwriter,France,23,February,1889.0,10,December,1957.0
239,1596,Nancy Naumburg,Nancy Naumburg Goldsmith,https://wfpp.columbia.edu/person/nancy-naumburg/,https://wfpp.columbia.edu/wp-content/uploads/Naumburg_CCP_FIGX_WFP-NAU011.jpg,cinematographer|director>co-director|writer>screenwriter>co-screenwriter|visual artist>photographer|writer>playwright,United States,10,February,1911.0,3,May,1988.0
240,1597,Natacha Rambova,Winifred Shaughnessy Hudnut|Natasha Rambova|Winifred Shaughnessy|Mrs. Rudolph Valentino,https://wfpp.columbia.edu/person/natacha-rambova/,https://wfpp.columbia.edu/wp-content/uploads/2014/01/WFP-RAM04.jpg,art director|writer>screenwriter>co-screenwriter|costume designer|actress>film actress|writer>journalist|writer>playwright|set decorator|set designer|actress>theatre actress,United States,19,January,1897.0,5,June,1966.0
241,1598,Nell Emerald,Mrs. N. Beattie|Ellen Maud O’Shea,https://wfpp.columbia.edu/person/nell-emerald/,,company director>company co-director|actress>film actress|music hall performer|producer|writer>screenwriter,Great Britain,29,October,1882.0,21,June,1969.0
242,1599,Nell Shipman,Helen Foster-Barham|Helen Shipman|Helen Barham Shipman,https://wfpp.columbia.edu/person/nell-shipman/,https://wfpp.columbia.edu/wp-content/uploads/Shipman_CCP_FIG223_WFP-SHI021.jpg,director>co-director|editor|actress>film actress|film company owner|producer|writer>screenwriter,Canada|United States,25,October,1892.0,23,January,1970.0
243,15428,Neyyire Neyir,Münire Eyüp Ertuğrul,https://wfpp.columbia.edu/person/neyyire-neyir/,https://wfpp.columbia.edu/wp-content/uploads/2017/10/WFP2-MUV04-featured-image-e1509375770869.jpg,actress>film actress|writer>journalist>magazine editor>film magazine editor|actress>theatre actress,Turkey,,,1902.0,13,February,1943.0
244,13035,Nina Agadzhanova-Shutko,Nina Ferdinandovna Agadzhanova|Nuné Agadzhanova|Nina Shutko|Mariia Mikulevich|Klavdiia Sergeevna Dubrovskaia|Irina Vasil'eva|Ol'ga Monakhova,https://wfpp.columbia.edu/person/nina-agadzhanova-shutko/,https://wfpp.columbia.edu/wp-content/uploads/2016/07/WFP2-AGAD01-featured-image.jpg,director>co-director|editor>co-editor|writer>screenwriter>co-screenwriter|musician>film accompanist|writer>journalist|educator>screenwriting teacher|script consultant|script editor,Russia and former Soviet Union,8,November,1889.0,14,December,1974.0
245,21853,Nina Niovilla,Nina Niovila|Antonina Elżbieta Petrykiewicz|Antonina Petrykiewicz|Nina Petekiewicz|Nina von Petry|Nina Petykiewicz|Antoinette Petrykiewicz|Nina Niowila,https://wfpp.columbia.edu/person/nina-niovilla/,https://wfpp.columbia.edu/wp-content/uploads/2020/09/WFP2-NIO01-featured-image-e1599246708650.jpg,educator>acting teacher|director|actress>film actress|producer|writer>screenwriter,Poland,,,1874.0,,,1966.0
246,1422,Norma Talmadge,Mrs. Joseph M. Schenck,https://wfpp.columbia.edu/person/norma-talmadge/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/norma-talmadge.jpg,actress>film actress|producer,United States,2,May,1894.0,24,December,1957.0
247,12498,Ol'ga Rakhmanova,Ol'ga Vladimirovna Sokolova,https://wfpp.columbia.edu/person/olga-rakhmanova/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-RAK01.jpg,educator>acting teacher|adapter|director>co-director|editor>co-editor|actress>film actress|writer>screenwriter|actress>theatre actress|director>theatre director|entrepreneur>theatrical entrepreneur,Russia and former Soviet Union,,,1871.0,23,December,1943.0
248,1600,Olga Petrova,Minnie Collins|Muriel Harding|Madame Petrova|O. Petrova|Olya Petrova,https://wfpp.columbia.edu/person/olga-petrova/,https://wfpp.columbia.edu/wp-content/uploads/Petrova_CCP_FIG211_WFP-PET011.jpg,writer>screenwriter>co-screenwriter|actress>film actress|film company owner|actress>musical comedy actress|producer,United States,10,May,1884.0,30,November,1977.0
249,1601,Olga Printzlau,Olga P. Clark|Olga Printzlau Clark|Mrs. Hal Clements,https://wfpp.columbia.edu/person/olga-printzlau/,https://wfpp.columbia.edu/wp-content/uploads/Printzlau_CCP_FIG214_WFP-PRI011.jpg,adapter|writer>playwright|writer>screenwriter,United States,13,December,1891.0,8,July,1962.0
250,1602,Osa Johnson,Mrs. Martin Johnson|Osa Helen Leighty Johnson|Osa Helen Leighty,https://wfpp.columbia.edu/person/osa-johnson/,https://wfpp.columbia.edu/wp-content/uploads/Johnson_CCP_FIG165_WFP-JOH031.jpg,cinematographer|director|filmmaker>ethnographic filmmaker|actress>film actress|lecturer|visual artist>photographer|producer|writer,United States,14,March,1894.0,7,January,1953.0
251,1603,Ouida Bergère,Eulalia Bergère|Ida Bergère|Mrs. George Fitzmaurice|Mrs. Basil Rathbone,https://wfpp.columbia.edu/person/ouida-bergere/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/Bergere_CCP_FIG113_WFP-BERG021.jpg,adapter|actress>film actress|editor>scenario editor|writer>screenwriter,United States,14,December,1885.0,29,November,1974.0
252,1604,Paula Blackton,Mrs. J. Stuart Blackton|Paula Dean|Paula Hilburn,https://wfpp.columbia.edu/person/paula-blackton/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Blackton_FIGX_WFP-BLAP021.jpg,costume designer|director|actress>film actress|writer>screenwriter,Great Britain|United States,1,August,1881.0,27,March,1930.0
253,1624,Paulette McDonagh,,https://wfpp.columbia.edu/person/paulette-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/paullete-macdonald.jpg,director|filmmaker>documentary maker|business partner>family business partner>family film business partner|writer>screenwriter,Australia,11,June,1901.0,30,August,1978.0
254,16213,Pearl Ing,Yin Mingzhu/殷明珠|Yin Shangxian/殷尚賢|Longguan|Miss F.F.,https://wfpp.columbia.edu/person/pearl-ing/,https://wfpp.columbia.edu/wp-content/uploads/2018/02/Pearl-Ing-featured-image-e1520015062760.jpg,actress>film actress|investor|production coordinator,China,,,1904.0,,,1989.0
255,1605,Pearl White,Peerless Fearless Girl|Heroine of a Thousand Stunts|Mrs. Wallace McCutheon|Mrs. Victor Sutherland|Mrs. Theodore Cossika,https://wfpp.columbia.edu/person/pearl-white/,https://wfpp.columbia.edu/wp-content/uploads/White_CCP_FIGX_WFP-WHI041.jpg,actress>film actress|music hall performer,United States,4,March,1889.0,4,August,1938.0
256,1622,Phyllis McDonagh,,https://wfpp.columbia.edu/person/phyllis-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/phyllis-mcdonagh.jpg,art director|business partner>family business partner>family film business partner|writer>journalist|producer|publicist,Australia|New Zealand,7,January,1900.0,17,October,1972.0
257,10693,Pu Shunqing,濮舜卿,https://wfpp.columbia.edu/person/pu-shunqing-2/,https://wfpp.columbia.edu/wp-content/uploads/2014/12/WFP2-SHUN06-FI.jpg,director>assistant director|actress>film actress|writer>playwright|writer>screenwriter,China,,,1902.0,,,
258,12341,Ray Lewis,Rae Levinsky|Ray L. Levinsky|Mrs. Joshua Smith,https://wfpp.columbia.edu/person/ray-lewis/,https://wfpp.columbia.edu/wp-content/uploads/2015/04/WFP2-LEW01.jpg,dancer|distributor|exhibitor|critic>film critic|writer>playwright|writer>poet|writer>screenwriter|writer>source author|actress>theatre actress|writer>journalist>magazine editor>trade journal editor|publisher>trade journal publisher|costume designer>wardrobe consultant,Canada|United States,14,March,1883.0,5,July,1954.0
