,ID,Name,Pseudonyms,Link,Picture,Jobs,Born,Died,Lived in
323,1563,Louella Parsons,Louella Oettinger,https://wfpp.columbia.edu/person/louella-parsons/,https://wfpp.columbia.edu/wp-content/uploads/CCP_FIG210_PARSONS_WFP-PARS011.jpg,editor|writer,1881,1972,United States
324,1566,Lucy Duff-Gordon,Lady Duff-Gordon|Lucile|Madame Lucile|née Lucy Sutherland,https://wfpp.columbia.edu/person/lucy-duff-gordon/,https://wfpp.columbia.edu/wp-content/uploads/Duff_CCP_FIG130d_WFP-DUF031.jpg,dressmaker|writer,1863,1935,United States
325,1567,Lule Warrenton,,https://wfpp.columbia.edu/person/lule-warrenton/,https://wfpp.columbia.edu/wp-content/uploads/Warrenton_CCP_FIG243_WFP-WAR011.jpg,actress|producer|writer|director|entrepreneur,1862,1932,United States
326,17794,Mabel Condon,Mabel Birdwell|Mrs. Russell Birdwell,https://wfpp.columbia.edu/person/mabel-condon/,https://wfpp.columbia.edu/wp-content/uploads/2018/11/WFP-COND02-featured-image.jpg,business owner|company director|critic|writer|publicist|manager|editor,1894,1965,United States
327,1568,Mabel Normand,Mabel Fortescue,https://wfpp.columbia.edu/person/mabel-normand/,https://wfpp.columbia.edu/wp-content/uploads/Normand_CCP_FIG199_WFP-NOR041.jpg,director|comedienne|actress|producer|writer,1892,1930,United States
328,1569,Madeline Brandeis,Mrs. Madeline (Frank) Brandeis|Madeline Frank,https://wfpp.columbia.edu/person/madeline-brandeis/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-BRAN01.jpg,director|editor|actress|film company owner|visual artist|producer|writer,1897,1937,United States
329,9406,Mae Murray,Marie Adrienne Koenig|“The Girl with the Bee-Stung Lips|The Gardenia of the Screen|Mrs. Robert Z. Leonard|Mrs. David Mdivani,https://wfpp.columbia.edu/person/mae-murray-2/,https://wfpp.columbia.edu/wp-content/uploads/2013/12/WFP-MURR06-e1386361862732.jpg,musician|actress|producer|writer,1889,1965,United States
330,1571,Maibelle Heikes Justice,Mabel Heikes Justice|Maibelle Justice|Maybelle Heikes Justice,https://wfpp.columbia.edu/person/maibelle-heikes-justice/,https://wfpp.columbia.edu/wp-content/uploads/2013/10/WFP-JUS02.jpg,scenarist|writer,1871,1926,United States
331,7,Margaret Booth,,https://wfpp.columbia.edu/person/margaret-booth/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-BOO01.jpg,editor,1898,2002,United States
332,21332,Margaret J. Winkler,M.J. Winkler|Margaret Winkler Mintz,https://wfpp.columbia.edu/person/margaret-j-winkler/,https://wfpp.columbia.edu/wp-content/uploads/2020/04/WFP-WINK03.jpg,distributor,1895,1990,United States
333,1574,Margaret Mayo,Lillian Elizabeth Clatten|Lillian Elizabeth Slatten|Mrs. Edgar Selwyn,https://wfpp.columbia.edu/person/margaret-mayo/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-MAY01.jpg,adapter|actress|film company founding partner|writer,1882,1951,United States
334,1576,Margery Wilson,Sara(h) Barker Strayer|Margie Wilson|Marjory Wilson|Marjorie Wilson|Mrs. Otto Meeks,https://wfpp.columbia.edu/person/margery-wilson/,https://wfpp.columbia.edu/wp-content/uploads/2012/01/WFP-WILS01.jpg,director|actress|producer|writer|speech coach,1896,1986,United States
335,1577,Marguerite Bertsch,,https://wfpp.columbia.edu/person/marguerite-bertsch/,https://wfpp.columbia.edu/wp-content/uploads/Bertsch_CCP_Fig113b_WFP-BERT011.jpg,adapter|editor|director|writer,1889,1967,United States
336,2,Maria P. Williams,,https://wfpp.columbia.edu/person/maria-p-williams/,https://wfpp.columbia.edu/wp-content/uploads/African_American_Women_in_the_Silent_Film_Industry_WFP-WILM011.jpg,manager|distributor|actress|lecturer|producer|writer|secretary,Unknown,Unknown,United States
337,1580,Marian Constance Blackton,Marian Constance Blackton|Marian Constance|Marian Trimble|Marian Blackton Trimble|Mrs. Gardner James,https://wfpp.columbia.edu/person/marian-constance-blackton/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-BLAM01.jpg,actress|scenarist|script,1901,1993,United States
338,1581,Marie Dressler,Leila Marie Koerber,https://wfpp.columbia.edu/person/marie-dressler/,https://wfpp.columbia.edu/wp-content/uploads/Dressler_CCP_FIG127B_WFP-DRES011.jpg,comedienne|actress|producer|scenarist,1868,1934,United States
339,1582,Marion E. Wong,Marion Wong,https://wfpp.columbia.edu/person/marion-e-wong/,https://wfpp.columbia.edu/wp-content/uploads/WONG_WFP-WON031.jpg,company director|dressmaker|director|actress|producer|writer,1895,1969,United States
340,1583,Marion Fairfax,Marion Marshall|Marion Tully Marshall|Marion Josephine Neiswanger|Mrs. Tully Marshall,https://wfpp.columbia.edu/person/marion-fairfax/,https://wfpp.columbia.edu/wp-content/uploads/Fairfax_CPP_FIG132_WFP-FAI011.jpg,company director|director|editor|writer|producer|actress,1875,1970,United States
341,1584,Marion Leonard,,https://wfpp.columbia.edu/person/marion-leonard/,https://wfpp.columbia.edu/wp-content/uploads/Leonard_CCP_FIG173_WFP-LEO021.jpg,actress|producer|writer,1881,1956,United States
342,14886,Marvin Breckinridge,Mary Marvin Breckinridge Patterson,https://wfpp.columbia.edu/person/marvin-breckinridge/,https://wfpp.columbia.edu/wp-content/uploads/2017/06/WFP-BREC01-e1502121807138.jpg,filmmaker|cinematographer|director|editor|writer|visual artist,1905,2002,United States
343,14237,Mary Lawton Metcalfe,Electra Sparks,https://wfpp.columbia.edu/person/mary-lawton-metcalfe/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP-MET01.jpg,critic|film curator|scholar|writer|lecturer,1859,1949,United States
344,1585,Mary MacLane,Mary Mac Lane,https://wfpp.columbia.edu/person/mary-maclane/,https://wfpp.columbia.edu/wp-content/uploads/2012/01/WFP-MACL02.jpg,actress|writer,1881,1929,United States
345,1588,Mary Pickford,Mary Pickford Rogers|Gladys Smith|Gladys Louise Smith|Gladys Mary Smith,https://wfpp.columbia.edu/person/mary-pickford/,https://wfpp.columbia.edu/wp-content/uploads/Pickford_CCP_FIGX_WFP-PIC031.jpg,company director|distributor|actress|film company founding partner|producer|writer,1892,1979,United States
346,12324,Maude Adams,Maude Ewing Kiscadden,https://wfpp.columbia.edu/person/maude-adams/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/WFP-ADAM03-featured-image.jpg,cinematographer|film company owner|engineer|researcher|technician|actress,1872,1953,United States
347,1593,Mrs. George Randolph Chester,Lilian Chester|Lillian Josephine Hauser DeRimo,https://wfpp.columbia.edu/person/mrs-george-randolph-chester/,https://wfpp.columbia.edu/wp-content/uploads/2013/09/Mr._and_Mrs._George_Randolph_Chester_WFP-CHE011.jpg,director|writer|editor,1889,1961,United States
348,1594,Mrs. Sidney Drew,Lucille McVey Drew|Lucille McVey|Jane Morrow,https://wfpp.columbia.edu/person/mrs-sidney-drew/,https://wfpp.columbia.edu/wp-content/uploads/Drew_CCP_FIG129_WFP-DREW011.jpg,director|producer|writer|actress,1890,1925,United States
349,1596,Nancy Naumburg,Nancy Naumburg Goldsmith,https://wfpp.columbia.edu/person/nancy-naumburg/,https://wfpp.columbia.edu/wp-content/uploads/Naumburg_CCP_FIGX_WFP-NAU011.jpg,cinematographer|director|writer|visual artist,1911,1988,United States
350,1597,Natacha Rambova,Winifred Shaughnessy Hudnut|Natasha Rambova|Winifred Shaughnessy|Mrs. Rudolph Valentino,https://wfpp.columbia.edu/person/natacha-rambova/,https://wfpp.columbia.edu/wp-content/uploads/2014/01/WFP-RAM04.jpg,director|writer|actress|writer|set decorator|designer,1897,1966,United States
351,1422,Norma Talmadge,Mrs. Joseph M. Schenck,https://wfpp.columbia.edu/person/norma-talmadge/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/norma-talmadge.jpg,actress|producer,1894,1957,United States
352,1600,Olga Petrova,Minnie Collins|Muriel Harding|Madame Petrova|O. Petrova|Olya Petrova,https://wfpp.columbia.edu/person/olga-petrova/,https://wfpp.columbia.edu/wp-content/uploads/Petrova_CCP_FIG211_WFP-PET011.jpg,writer|actress|film company owner|producer,1884,1977,United States
353,1601,Olga Printzlau,Olga P. Clark|Olga Printzlau Clark|Mrs. Hal Clements,https://wfpp.columbia.edu/person/olga-printzlau/,https://wfpp.columbia.edu/wp-content/uploads/Printzlau_CCP_FIG214_WFP-PRI011.jpg,adapter|writer,1891,1962,United States
354,1602,Osa Johnson,Mrs. Martin Johnson|Osa Helen Leighty Johnson|Osa Helen Leighty,https://wfpp.columbia.edu/person/osa-johnson/,https://wfpp.columbia.edu/wp-content/uploads/Johnson_CCP_FIG165_WFP-JOH031.jpg,cinematographer|director|filmmaker|actress|lecturer|visual artist|producer|writer,1894,1953,United States
355,1603,Ouida Bergère,Eulalia Bergère|Ida Bergère|Mrs. George Fitzmaurice|Mrs. Basil Rathbone,https://wfpp.columbia.edu/person/ouida-bergere/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/Bergere_CCP_FIG113_WFP-BERG021.jpg,adapter|actress|editor|writer,1885,1974,United States
356,1605,Pearl White,Peerless Fearless Girl|Heroine of a Thousand Stunts|Mrs. Wallace McCutheon|Mrs. Victor Sutherland|Mrs. Theodore Cossika,https://wfpp.columbia.edu/person/pearl-white/,https://wfpp.columbia.edu/wp-content/uploads/White_CCP_FIGX_WFP-WHI041.jpg,actress|musician,1889,1938,United States
357,11,Rose Smith,,https://wfpp.columbia.edu/person/rosesmith/,,continuity|editor,1897,1962,United States
358,1607,Ruth Ann Baldwin,Ruth A. Pierson,https://wfpp.columbia.edu/person/ruth-ann-baldwin/,https://wfpp.columbia.edu/wp-content/uploads/2013/12/WFP-BAL02.jpg,director|writer|editor|,1886,Unknown,United States
359,1608,Ruth Bryan Owen,Ruth Bryan|Mrs. William Homer Leavitt|Mrs. Reginald Altham Owen|Mrs. Borge Rohde,https://wfpp.columbia.edu/person/ruth-bryan-owen/,https://wfpp.columbia.edu/wp-content/uploads/2011/12/WFP-OWE03.jpg,director|producer|writer|designer,1885,1954,United States
360,21878,Ruth Gould Dolesé,Ruth Ellen Gould|Ruth E. Gould|R.G. Dolesé|Ruth Ellen Gould Dolesé,https://wfpp.columbia.edu/person/ruth-ellen-gould-dolese/,,editor|film company department head|lecturer,1868,1913,United States
361,1610,Ruth Stonehouse,,https://wfpp.columbia.edu/person/ruth-stonehouse/,https://wfpp.columbia.edu/wp-content/uploads/Stonehouse_CCP_FIG224_WFP-STO011.jpg,director|actress|writer,1892,1941,United States
362,1611,Sada Cowan,Sada Louise Cowan|Mrs. Fredrick James Pitt|Mrs. Ernest L. Commons,https://wfpp.columbia.edu/person/sada-cowan/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Cowan_FIG115_WFP-COW011.jpg,writer|continuity,1882,1943,United States
363,1612,Sarah Y. Mason,Mrs. Owen Moore|Sarah Yeiser Mason|Mrs. Victor Heerman,https://wfpp.columbia.edu/person/sarah-y-mason/,https://wfpp.columbia.edu/wp-content/uploads/Mason_CCP_FIG184_WFP-MAS061.jpg,adapter|writer|continuity,1896,1980,United States
364,1614,Sonya Levien,Sonya Hovey|Sonya Opesken,https://wfpp.columbia.edu/person/sonya-levien/,https://wfpp.columbia.edu/wp-content/uploads/Levien_CCP_FIG175_WFP-LEV011.jpg,adapter|writer|continuity|editor,1888,1960,United States
365,1618,Texas Guinan,Mary Louise Cecelia Guinan,https://wfpp.columbia.edu/person/texas-guinan/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/texas-guinan.jpg,company director|actress|producer,1884,1933,United States
366,1,Tressie Souders,Tressie Saunders|Tressa Souders,https://wfpp.columbia.edu/person/tressie-souders/,,director|producer|writer,Unknown,Unknown,United States
367,1628,Tsuru Aoki,Mrs. Sessue Hayakawa,https://wfpp.columbia.edu/person/tsuru-aoki/,https://wfpp.columbia.edu/wp-content/uploads/WFP-AOK01-AOKI-MAIN1.jpg,actress|producer|designer,1892,1961,United States
368,1630,Vera McCord,,https://wfpp.columbia.edu/person/vera-mccord/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-MCC01.jpg,educator|adapter|director|actress|producer|writer,1872,1949,United States
369,8,Viola Lawrence,Viola Mallory,https://wfpp.columbia.edu/person/viola-lawrence/,https://wfpp.columbia.edu/wp-content/uploads/2014/01/WFP-LAWV02-e1389386617701.jpg,editor,1894,1973,United States
370,1631,Wanda Tuchock,,https://wfpp.columbia.edu/person/wanda-tuchock/,,adapter|director|filmmaker|producer|writer,1898,1985,United States
371,1632,Winifred Dunn,Mrs. Harold Swartz,https://wfpp.columbia.edu/person/winifred-dunn/,https://wfpp.columbia.edu/wp-content/uploads/CCP_fig131_Dunn_WFP-DUNN011-e1322801038902.jpg,editor|writer,1899,Unknown,United States
372,15052,Winnifred Eaton,Onoto Watanna|Winnifred Eaton Reeve|Winnifred Reeve|Winnifred Eaton Babcock|Winnifred Babcock|Mrs. Bertrand Babcock|“Winifred”,https://wfpp.columbia.edu/person/winnifred-eaton/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP-EAT01-featured-image-e1504295073989.jpg,adapter|writer|literary advisor|editor,1875,1954,United States
373,5,Zora Neale Hurston,,https://wfpp.columbia.edu/person/zora-neale-hurston/,https://wfpp.columbia.edu/wp-content/uploads/HURSTON-WFP-HUR011.jpg,director|filmmaker|writer|personal assistant,1891,1960,United States
